stop_id,stop_code,stop_name,stop_lat,stop_lon,wheelchair_boarding
4-1559,1559,QUETIGNY Centre La Parenthèse,47.313843,5.109811,1
4-1575,1575,QUETIGNY Centre La Parenthèse,47.31387,5.109813,1
4-1059,1059,QUETIGNY  Allées Cavalières,47.317078,5.118636,0
4-1477,1477,République,47.326866,5.044204,1
4-1510,1510,République,47.326912,5.044167,1
4-1560,1560,République,47.32637,5.045754,1
4-1576,1576,République,47.326382,5.045702,1
4-1692,1692,République,47.326225,5.043536,1
4-1605,1605,République,47.32682,5.04534,1
4-1606,1606,République,47.326347,5.045263,1
4-514,514,Rue de Longvic,47.289658,5.008653,0
4-259,259,Rue de Longvic,47.29105,5.008299,1
4-248,248,Rue de Longvic,47.290806,5.008009,0
4-303,303,Rue de Longvic,47.289913,5.008018,0
4-668,668,Roosevelt,47.34808,5.058019,1
4-605,605,Rossignol Eiffel,47.312775,5.010404,1
4-124,124,Rossignol Eiffel,47.312393,5.010147,0
4-100,100,Rossignol Eiffel,47.312347,5.010171,0
4-1166,1166,Route de Beaune,47.288181,5.012905,0
4-1165,1165,Route de Beaune,47.287388,5.01223,0
4-293,293,Salengro,47.308456,5.057696,1
4-890,890,CHEVIGNY Z.I.,47.293091,5.150568,0
4-849,849,Sennecey Mairie,47.291519,5.102026,0
4-1441,1441,Darcy,47.324108,5.031608,1
4-670,670,Via Romana,47.342854,5.05823,1
4-1276,1276,Sainte-Anne,47.302662,4.98878,1
4-601,601,Ste-Chantal,47.315125,5.023545,1
4-148,148,St-François,47.325344,5.014859,1
4-304,304,St-Luc,47.34182,5.018505,0
4-23,23,St-Michel,47.321285,5.045351,0
4-610,610,Le Suzon,47.347153,5.034545,0
4-611,611,Le Suzon,47.347153,5.034161,0
4-44,44,TALANT Dullin,47.340355,4.992718,1
4-39,39,Jouvet,47.338921,4.996778,0
4-511,511,CHENOVE C. Cial,47.283237,5.020395,0
4-82,82,Théâtre,47.321194,5.04393,1
4-1484,1484,Toison d'Or,47.355419,5.052433,1
4-1514,1514,Toison d'Or,47.35545,5.052395,1
4-428,428,Tuilerie,47.23035,5.07204,0
4-410,410,Tulipes,47.317219,5.001521,0
4-10025,10025,Université,47.310902,5.073145,1
4-1531,1531,Giroud,47.365398,5.049457,1
4-1538,1538,Giroud,47.36541,5.049431,1
4-1532,1532,Pôle Santé,47.361359,5.050947,1
4-1539,1539,Pôle Santé,47.361324,5.050905,1
4-492,492,Valmy Plan B,47.366158,5.048223,0
4-1533,1533,Valendons,47.301819,5.015202,1
4-1540,1540,Valendons,47.301853,5.015217,1
4-15001,15001,DIJON Valmy,47.366062,5.048152,0
4-376,376,ST-APOLLINAIRE Val Sully,47.33662,5.091583,1
4-384,384,Vigne aux Chiens,47.332699,5.076658,0
4-1011,1011,Vaux Bruns,47.335842,4.98345,1
4-141,141,Wilson Carnot,47.316505,5.044248,1
4-746,746,Wilson Dumont,47.315315,5.042044,1
4-336,336,Zénith,47.354042,5.057859,0
4-1487,1487,Zénith,47.356575,5.056876,1
4-1518,1518,Zénith,47.356613,5.056865,1
4-1390,1390,Zénith,47.353935,5.058212,1
